0,0,1,1,0,1,0,0.24707,1,0,0,0.050809,0,0,0,0,0,0,0,0,0,0,0,0,0.8438,0,0,1,0,1,0.67058,1
0,0,0,0,0.5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39805,0,0,1,0,1,1,0,0.34671,0,0.99974,0.99772
1,0,0,1,0,1,0,0.30846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61932,0,0,1,0,1,0.80812,1
1,0,1,0,0,1,0,0.3479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58735,0,0,1,0,1,0.65908,1
0,0.5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58594,0,0,0
1,0,1,1,0,0,0.81077,0.69166,1,0.15641,0,0.28763,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.59516
0,0,0,0,0,0.81077,0,0.9584,0.20503,0.98471,0.97537,0.77241,0.98706,0.9725,0.75561,0.97093,0.97454,0.92613,0.85355,0.82684,0,0.90433,0.68896,0,0.053801,0,0,0,0,0,0,0
0.24707,0,0.30846,0.3479,0,0.69166,0.9584,0,0.81934,0.89768,0.91487,0.70352,0.75944,0.68727,0.32256,0.61897,0.68777,0.5195,0.49163,0.52195,0,0.4924,0.41015,0,0.24394,0,0,0.10284,0,0.13698,0,0
1,0,1,1,0,1,0.20503,0.81934,0,0,0,0.53388,0,0,0,0,0,0,0,0,0,0,0,0,0.56662,0,0,1,0,1,0,0.53036
0,0,0,0,0,0.15641,0.98471,0.89768,0,0,0.98289,0.88351,0.9948,0.98972,0.86991,0.98434,0.99329,0.88952,0.81337,0.92072,0,0.9297,0.81432,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.97537,0.91487,0,0.98289,0,0.92871,0.99338,0.99257,0.79085,0.98306,0.98466,0.82503,0.72117,0.81694,0,0.80709,0.7599,0,0,0,0,0,0,0,0,0
0.050809,0,0,0,0,0.28763,0.77241,0.70352,0.53388,0.88351,0.92871,0,0.97367,0.97891,0.92081,0.68718,0.62988,0.78253,0.72206,0.3968,0,0.54621,0.37725,0,0.29421,0,0,0,0,0,0,0
0,0,0,0,0,0,0.98706,0.75944,0,0.9948,0.99338,0.97367,0,0.99205,0.99022,0.97835,0.98789,0.98939,0.98575,0.98192,0,0.98135,0.97587,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.9725,0.68727,0,0.98972,0.99257,0.97891,0.99205,0,0.997,0.97925,0.98583,0.98473,0.97786,0.9865,0,0.9903,0.97236,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.75561,0.32256,0,0.86991,0.79085,0.92081,0.99022,0.997,0,0.98068,0.98953,0.9824,0.98553,0.79619,0,0.82692,0.7171,0,0.070279,0,0,0,0,0,0,0
0,0,0,0,0,0,0.97093,0.61897,0,0.98434,0.98306,0.68718,0.97835,0.97925,0.98068,0,0.99128,0.98142,0.99687,0.97169,0,0.97984,0.95671,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.97454,0.68777,0,0.99329,0.98466,0.62988,0.98789,0.98583,0.98953,0.99128,0,0.98699,0.98995,0.98387,0,0.98889,0.96514,0,0.10265,0,0,0,0,0,0,0
0,0,0,0,0,0,0.92613,0.5195,0,0.88952,0.82503,0.78253,0.98939,0.98473,0.9824,0.98142,0.98699,0,0.99074,0.9887,0,0.98157,0.97237,0,0.14275,0,0,0,0,0,0,0
0,0,0,0,0,0,0.85355,0.49163,0,0.81337,0.72117,0.72206,0.98575,0.97786,0.98553,0.99687,0.98995,0.99074,0,0.98179,0,0.99079,0.90511,0,0.25614,0,0,0,0,0,0,0
0,0,0,0,0,0,0.82684,0.52195,0,0.92072,0.81694,0.3968,0.98192,0.9865,0.79619,0.97169,0.98387,0.9887,0.98179,0,0,0.97729,0.97862,0,0.22216,0,0,0,0,0,0,0
0,0.39805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99971,0,0.99962,1,0,0.18639,0,0.079408,0
0,0,0,0,0,0,0.90433,0.4924,0,0.9297,0.80709,0.54621,0.98135,0.9903,0.82692,0.97984,0.98889,0.98157,0.99079,0.97729,0,0,0.97868,0,0.48881,0,0,0,0,0,0,0
0,0,0,0,0,0,0.68896,0.41015,0,0.81432,0.7599,0.37725,0.97587,0.97236,0.7171,0.95671,0.96514,0.97237,0.90511,0.97862,0,0.97868,0,0,0.59394,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99971,0,0,0,0,1,1,0,0,0,0.99987,0.20351
0.8438,0,0.61932,0.58735,0,1,0.053801,0.24394,0.56662,0,0,0.29421,0,0,0.070279,0,0.10265,0.14275,0.25614,0.22216,0,0.48881,0.59394,0,0,0,0,1,0,0.90776,0,0.33342
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99962,0,0,1,0,0,1,0,0.52795,0,0.99991,0.31311
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.99959,0.36754
1,0,1,1,0,1,0,0.10284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1023,0.99182
0,0.34671,0,0,0.58594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18639,0,0,0,0,0.52795,0,0,0,0,0,0
1,0,1,1,0,1,0,0.13698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90776,0,0,1,0,0,0.81794,1
0.67058,0.99974,0.80812,0.65908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079408,0,0,0.99987,0,0.99991,0.99959,0.1023,0,0.81794,0,1
1,0.99772,1,1,0,0.59516,0,0,0.53036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20351,0.33342,0.31311,0.36754,0.99182,0,1,1,0
