0,0,1,1,0,1,0,0,1,0,0,0.050809,0,0,0,0,0,0,0,0,0,0,0,0,0.8438,0,0,1,0,1,0.67058,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5536,1,0,0.34671,0,0.99974,0.99772
1,0,0,1,0,1,0,0.30846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.50601,0.25162,1
1,0,1,0,0,0.46519,0,0,0.35336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58735,0,0,1,0,1,0.65908,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58594,0,0,0
1,0,1,0.46519,0,0,0.089283,0.69166,0.29824,0,0,0.28763,0,0,0,0,0,0,0,0,0,0,0,0,0.23646,0,0,0.41465,0,1,0,0.59516
0,0,0,0,0,0.089283,0,0.9584,0.20503,0.98471,0.97537,0.77241,0.98706,0.9725,0.75561,0.97093,0.97454,0.92613,0.093912,0.28145,0,0.026977,0.68896,0,0.053801,0,0,0,0,0,0,0
0,0,0.30846,0,0,0.69166,0.9584,0,0.81934,0.89768,0.91487,0,0,0.68727,0,0.13735,0.68777,0.5195,0,0.52195,0,0.51025,0.41015,0,0,0,0,0.10284,0,0.13698,0,0
1,0,1,0.35336,0,0.29824,0.20503,0.81934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56662,0,0,1,0,0.40447,0,0.1799
0,0,0,0,0,0,0.98471,0.89768,0,0,0.98289,0.88351,0.9948,0.98972,0,0.98434,0.99329,0.88952,0.81337,0.92072,0,0.24785,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.97537,0.91487,0,0.98289,0,0.92871,0.74927,0.99257,0.042344,0.81446,0.98466,0.15485,0.72117,0.18242,0,0.80709,0.62035,0,0,0,0,0,0,0,0,0
0.050809,0,0,0,0,0.28763,0.77241,0,0,0.88351,0.92871,0,0.97367,0.97891,0.7089,0.68718,0,0.78253,0.72206,0.3968,0,0.54621,0.37725,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.98706,0,0,0.9948,0.74927,0.97367,0,0.99205,0.23715,0.97835,0.98789,0.98939,0.98575,0.98192,0,0.98135,0.97587,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.9725,0.68727,0,0.98972,0.99257,0.97891,0.99205,0,0.997,0.97925,0.98583,0.096868,0.97786,0.9865,0,0.9903,0.97236,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.75561,0,0,0,0.042344,0.7089,0.23715,0.997,0,0.98068,0.98953,0.45781,0.42231,0.50148,0,0.48131,0,0,0.070279,0,0,0,0,0,0,0
0,0,0,0,0,0,0.97093,0.13735,0,0.98434,0.81446,0.68718,0.97835,0.97925,0.98068,0,0,0.98142,0.99687,0.97169,0,0.97984,0.95671,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.97454,0.68777,0,0.99329,0.98466,0,0.98789,0.98583,0.98953,0,0,0.98699,0.38351,0.98387,0,0.98889,0.96514,0,0.10265,0,0,0,0,0,0,0
0,0,0,0,0,0,0.92613,0.5195,0,0.88952,0.15485,0.78253,0.98939,0.096868,0.45781,0.98142,0.98699,0,0.99074,0.9887,0,0.98157,0.97237,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.093912,0,0,0.81337,0.72117,0.72206,0.98575,0.97786,0.42231,0.99687,0.38351,0.99074,0,0.11609,0,0.99079,0.90511,0,0.25614,0,0,0,0,0,0,0
0,0,0,0,0,0,0.28145,0.52195,0,0.92072,0.18242,0.3968,0.98192,0.9865,0.50148,0.97169,0.98387,0.9887,0.11609,0,0,0.97729,0.67322,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99971,0,0.99962,1,0,0,0,0.079408,0
0,0,0,0,0,0,0.026977,0.51025,0,0.24785,0.80709,0.54621,0.98135,0.9903,0.48131,0.97984,0.98889,0.98157,0.99079,0.97729,0,0,0.97868,0,0.48881,0,0,0,0,0,0,0
0,0,0,0,0,0,0.68896,0.41015,0,0,0.62035,0.37725,0.97587,0.97236,0,0.95671,0.96514,0.97237,0.90511,0.67322,0,0.97868,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99971,0,0,0,0,1,1,0,0,0,0.44363,0.20351
0.8438,0,0,0.58735,0,0.23646,0.053801,0,0.56662,0,0,0,0,0,0.070279,0,0.10265,0,0.25614,0,0,0.48881,0,0,0,0,0,1,0,0.79059,0,0.33342
0,0.5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99962,0,0,1,0,0,1,0,0,0,0.99991,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.99959,0.36754
1,0,1,1,0,0.41465,0,0.10284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.21507,0.1023,0.99182
0,0.34671,0,0,0.58594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.50601,1,0,1,0,0.13698,0.40447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79059,0,0,0.21507,0,0,0.10317,1
0.67058,0.99974,0.25162,0.65908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079408,0,0,0.44363,0,0.99991,0.99959,0.1023,0,0.10317,0,1
1,0.99772,1,1,0,0.59516,0,0,0.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20351,0.33342,0,0.36754,0.99182,0,1,1,0
