3.5648,0.2527,0.23955,0.12144,16
4.6737,0.34986,0.31206,0.23967,12.313
3.5171,0.27106,0.38499,0.22317,14.563
3.4212,0.3244,0.35672,0.19802,11.625
3.5187,0.27842,0.29591,0.22676,12.75
4.2542,0.33925,0.36739,0.46054,12.938
4.2333,0.32511,0.27349,0.38135,11.313
3.3234,0.31401,0.21792,0.074238,16.438
3.7117,0.37116,0.38713,0.2353,12.25
3.6043,0.29064,0.28995,0.063591,13.438
