0.0001,2,0.2,7.6274,0.11168,0.21837,0.12078,56.622
0.0001,2,0.3,8.7326,0.14334,0.40881,0.40344,33.4
0.0001,2,0.4,9.1822,0.16691,0.50066,0.37719,26.067
0.0001,4,0.2,5.0709,0.1889,0.20779,0.0056407,77.4
0.0001,4,0.3,7.3274,0.17958,0.37179,-0.024094,50.733
0.0001,4,0.4,9.9675,0.18101,0.4774,-0.036374,36.644
0.0001,6,0.2,4.8243,0.21489,0.25459,-0.02194,79.222
0.0001,6,0.3,7.2231,0.19213,0.38991,-0.037419,51.511
0.0001,6,0.4,9.8765,0.18382,0.47379,0.0099376,37.667
0.0001,8,0.2,4.7994,0.21835,0.26168,-0.0043032,79.8
0.0001,8,0.3,7.2024,0.19208,0.38895,-0.018912,51.956
0.0001,8,0.4,9.8568,0.18413,0.47291,0.15526,37.778
0.0001,10,0.2,4.7931,0.21861,0.26204,-0.01929,80.222
0.0001,10,0.3,7.1846,0.19062,0.38705,-0.00034643,52.556
0.0001,10,0.4,9.8366,0.18372,0.47224,0.014519,37.956
0.0001,12,0.2,4.7759,0.21894,0.26145,-0.011275,80.356
0.0001,12,0.3,7.172,0.19175,0.38715,0.0053001,52.378
0.0001,12,0.4,9.8049,0.18388,0.47097,0.019112,38.089
0.0001,14,0.2,4.7796,0.21862,0.26072,-0.012169,80.889
0.0001,14,0.3,7.1735,0.191,0.38666,0.00015148,52.578
0.0001,14,0.4,9.7748,0.1839,0.47127,0.017101,38.067
0.0001,16,0.2,4.7771,0.21933,0.26119,-0.013591,80.378
0.0001,16,0.3,7.1582,0.19039,0.38584,0.0043804,52.8
0.0001,16,0.4,9.786,0.18395,0.47069,0.012211,38.089
0.0001,18,0.2,4.7728,0.21937,0.26082,-0.014918,80.533
0.0001,18,0.3,7.1637,0.19079,0.38624,-0.007425,52.622
0.0001,18,0.4,9.7527,0.18351,0.47021,0.054496,38.289
0.0001,20,0.2,4.7703,0.21854,0.26031,-0.012537,81.178
0.0001,20,0.3,7.1668,0.19089,0.38585,-0.014085,52.711
0.0001,20,0.4,9.807,0.18358,0.47091,-0.022907,38.133
0.00015,2,0.2,8.0354,0.090016,0.4225,0.18511,22.333
0.00015,2,0.3,8.6979,0.13968,0.54709,0.3375,19.578
0.00015,2,0.4,8.3121,0.17469,0.55334,0.31758,18.889
0.00015,4,0.2,6.7453,0.10356,0.21293,0.022237,55.244
0.00015,4,0.3,7.9998,0.14313,0.40043,-0.0041412,39.733
0.00015,4,0.4,10.364,0.16579,0.49318,0.0040224,30.711
0.00015,6,0.2,4.9733,0.19662,0.23904,-0.012825,75.489
0.00015,6,0.3,7.3109,0.18837,0.39381,-0.0069526,49.089
0.00015,6,0.4,9.9326,0.18745,0.4833,-0.0091803,35.711
0.00015,8,0.2,4.8108,0.21474,0.26201,-0.013554,78.133
0.00015,8,0.3,7.2087,0.19186,0.39383,0.0041946,51
0.00015,8,0.4,9.7696,0.18767,0.47829,-0.023314,36.578
0.00015,10,0.2,4.7708,0.21776,0.26345,-0.0048605,79.111
0.00015,10,0.3,7.1704,0.19098,0.39078,0.083023,51.8
0.00015,10,0.4,9.7585,0.18429,0.47408,0.10386,37.444
0.00015,12,0.2,4.7587,0.21814,0.26273,-0.0096575,80.089
0.00015,12,0.3,7.12,0.19025,0.38791,-0.0049895,52.311
0.00015,12,0.4,9.6975,0.18247,0.47214,-0.028955,38.156
0.00015,14,0.2,4.7325,0.21889,0.26203,0.0029198,80.2
0.00015,14,0.3,7.0957,0.18916,0.38546,0.031602,53.022
0.00015,14,0.4,9.5843,0.18309,0.47093,-0.01897,38.244
0.00015,16,0.2,4.748,0.21975,0.26209,-0.014345,79.822
0.00015,16,0.3,7.0672,0.18944,0.38551,-0.0015133,52.933
0.00015,16,0.4,9.6191,0.18096,0.46885,0.00038262,38.578
0.00015,18,0.2,4.7297,0.21963,0.26163,0.006564,80.222
0.00015,18,0.3,7.0804,0.19032,0.38673,-0.0067295,52.711
0.00015,18,0.4,9.5464,0.18216,0.46689,0.045352,38.822
0.00015,20,0.2,4.7283,0.21967,0.26067,-0.015793,80.489
0.00015,20,0.3,7.0588,0.1907,0.38588,-0.014656,52.711
0.00015,20,0.4,9.4561,0.18307,0.4683,0.013473,38.644
0.0002,2,0.2,8.0859,0.084543,0.46341,0.33429,20.044
0.0002,2,0.3,8.233,0.13544,0.53891,0.39075,16.311
0.0002,2,0.4,9.1161,0.16152,0.58578,0.37638,16.911
0.0002,4,0.2,7.5667,0.073215,0.28474,0.043988,36.667
0.0002,4,0.3,8.5773,0.12069,0.43699,0.092604,30.6
0.0002,4,0.4,9.9772,0.16492,0.52613,0.12708,24.889
0.0002,6,0.2,5.278,0.16428,0.24622,0.025083,66.356
0.0002,6,0.3,7.4822,0.17781,0.40467,0.025622,45.156
0.0002,6,0.4,9.9165,0.18721,0.49835,0.069319,33.289
0.0002,8,0.2,4.8677,0.2084,0.26393,-0.027841,74.867
0.0002,8,0.3,7.1592,0.19112,0.4009,0.057397,49.2
0.0002,8,0.4,9.6569,0.18457,0.47987,0.0015278,36.089
0.0002,10,0.2,4.7736,0.21555,0.26835,-0.021752,76.756
0.0002,10,0.3,7.0874,0.19074,0.39632,-0.016024,50.644
0.0002,10,0.4,9.3451,0.18147,0.47394,-0.0069722,37.267
0.0002,12,0.2,4.7513,0.21734,0.268,-0.0090736,77.356
0.0002,12,0.3,7.0164,0.18727,0.38927,-0.012915,52.267
0.0002,12,0.4,9.0875,0.17666,0.46516,0.055592,39.089
0.0002,14,0.2,4.6701,0.21924,0.26557,-0.010896,78.467
0.0002,14,0.3,6.9194,0.18714,0.38606,-0.0057206,53.022
0.0002,14,0.4,9.0563,0.17501,0.46355,-0.010473,39.356
0.0002,16,0.2,4.667,0.21914,0.26445,-0.012488,79.089
0.0002,16,0.3,6.7836,0.18597,0.38111,0.047551,53.933
0.0002,16,0.4,8.9323,0.17475,0.46192,0.0081746,39.911
0.0002,18,0.2,4.6638,0.22024,0.26211,-0.01501,79.622
0.0002,18,0.3,6.8329,0.18463,0.38131,-0.0048653,54.111
0.0002,18,0.4,8.9445,0.17036,0.45693,0.08855,40.889
0.0002,20,0.2,4.6385,0.2204,0.2621,-0.010994,79.289
0.0002,20,0.3,6.8743,0.18532,0.38204,-0.00037298,53.978
0.0002,20,0.4,8.5161,0.16963,0.45329,-0.010361,41.378
0.00025,2,0.2,8.0659,0.082567,0.48116,0.3872,20.511
0.00025,2,0.3,8.8379,0.14628,0.59369,0.29154,15.356
0.00025,2,0.4,9.1622,0.14182,0.54784,0.40842,16.578
0.00025,4,0.2,7.7612,0.065099,0.3182,0.14112,34.844
0.00025,4,0.3,8.7179,0.10272,0.47242,0.089862,26
0.00025,4,0.4,10.811,0.14115,0.56371,0.075212,23.356
0.00025,6,0.2,5.6897,0.13028,0.25123,-0.013042,58.467
0.00025,6,0.3,7.6559,0.15763,0.42198,0.052243,41.2
0.00025,6,0.4,9.816,0.17156,0.50007,-0.0096728,32.289
0.00025,8,0.2,4.9583,0.19199,0.2719,0.009244,71.067
0.00025,8,0.3,7.1524,0.18039,0.40503,0.055527,47.933
0.00025,8,0.4,9.3983,0.17518,0.48363,0.0063712,35.644
0.00025,10,0.2,4.7586,0.20977,0.2716,-0.017251,74.689
0.00025,10,0.3,6.961,0.18263,0.39494,-0.0097381,51.178
0.00025,10,0.4,8.4593,0.16491,0.46131,-0.0040484,39.756
0.00025,12,0.2,4.6786,0.2157,0.26642,-0.012374,77.4
0.00025,12,0.3,6.727,0.1816,0.38417,-0.010907,52.867
0.00025,12,0.4,8.2725,0.16252,0.45368,0.022941,41.089
0.00025,14,0.2,4.5568,0.21929,0.26639,-0.0029431,77.111
0.00025,14,0.3,6.662,0.18232,0.3842,-0.011725,53.333
0.00025,14,0.4,7.9786,0.16123,0.4444,0.0073971,42.489
0.00025,16,0.2,4.5023,0.22036,0.26362,-0.0086069,78.311
0.00025,16,0.3,6.5629,0.18238,0.38302,0.00071957,53.333
0.00025,16,0.4,7.4194,0.16106,0.44953,0.06508,41.556
0.00025,18,0.2,4.5124,0.22089,0.26218,-0.007768,78.911
0.00025,18,0.3,6.4319,0.1801,0.3759,-0.024385,55.089
0.00025,18,0.4,7.9917,0.15887,0.44241,-0.011998,42.933
0.00025,20,0.2,4.5089,0.22096,0.26201,-0.020601,79
0.00025,20,0.3,6.3279,0.17712,0.37188,0.061229,56.156
0.00025,20,0.4,7.6547,0.15606,0.43802,0.009911,43.711
0.0003,2,0.2,8.5238,0.077288,0.42247,0.36759,21.756
0.0003,2,0.3,8.0444,0.10303,0.51618,0.47014,17.778
0.0003,2,0.4,8.9867,0.15932,0.61587,0.4772,14.4
0.0003,4,0.2,7.7043,0.062217,0.31912,0.094222,34.378
0.0003,4,0.3,8.8935,0.090521,0.4497,0.10676,28.978
0.0003,4,0.4,9.8754,0.1236,0.53305,0.15795,22.133
0.0003,6,0.2,6.037,0.10174,0.26787,0.0062272,52.178
0.0003,6,0.3,7.7907,0.13318,0.42662,0.020587,39.756
0.0003,6,0.4,9.4013,0.1552,0.49622,-0.016471,32.733
0.0003,8,0.2,5.0309,0.17285,0.27519,-0.015407,67.267
0.0003,8,0.3,6.9318,0.16734,0.40596,-0.0009852,48.222
0.0003,8,0.4,8.5166,0.1563,0.47247,0.0014609,37.933
0.0003,10,0.2,4.682,0.20097,0.27512,-0.013541,73.111
0.0003,10,0.3,6.6997,0.17135,0.3895,-0.00625,52.289
0.0003,10,0.4,7.4913,0.15233,0.45183,0.01974,40.689
0.0003,12,0.2,4.5491,0.2128,0.27068,-0.010712,75.178
0.0003,12,0.3,6.2051,0.17335,0.38168,0.0085371,53.911
0.0003,12,0.4,7.2533,0.14691,0.43349,0.052282,44.733
0.0003,14,0.2,4.3913,0.21659,0.2647,-0.016439,77.267
0.0003,14,0.3,6.125,0.17234,0.37791,-0.010475,55.2
0.0003,14,0.4,6.7318,0.1466,0.42897,0.041957,45
0.0003,16,0.2,4.3197,0.21981,0.26487,-0.018144,77.022
0.0003,16,0.3,5.8762,0.17249,0.3663,0.012165,57.044
0.0003,16,0.4,6.7156,0.14485,0.41776,0.019126,47.244
0.0003,18,0.2,4.3247,0.2214,0.26077,-0.0098129,79.022
0.0003,18,0.3,5.7931,0.17158,0.36347,0.017991,57.889
0.0003,18,0.4,6.719,0.14348,0.41334,0.034725,48.689
0.0003,20,0.2,4.2839,0.22234,0.26366,-0.011727,77.356
0.0003,20,0.3,5.7354,0.17025,0.36266,0.0062871,58.178
0.0003,20,0.4,6.3586,0.14281,0.40551,-0.00076576,48.956
0.00035,2,0.2,8.5597,0.070685,0.38871,0.28617,23.378
0.00035,2,0.3,9.1358,0.099313,0.5354,0.39827,18.733
0.00035,2,0.4,9.3683,0.13681,0.61563,0.40788,15.333
0.00035,4,0.2,7.7312,0.06051,0.30668,0.11577,35.111
0.00035,4,0.3,8.6232,0.075883,0.44176,0.10826,26.889
0.00035,4,0.4,9.5095,0.10071,0.51164,0.15175,23.889
0.00035,6,0.2,6.2847,0.096057,0.26891,-0.012203,50.889
0.00035,6,0.3,7.623,0.12128,0.42627,-0.012278,38.511
0.00035,6,0.4,8.8969,0.12142,0.48267,0.035927,33.756
0.00035,8,0.2,5.1414,0.15576,0.27717,-0.01012,64.867
0.00035,8,0.3,6.778,0.14878,0.39742,0.00040391,48.133
0.00035,8,0.4,7.6153,0.14111,0.46175,0.041849,38.289
0.00035,10,0.2,4.6924,0.19245,0.27942,-0.0059658,69.978
0.00035,10,0.3,5.9955,0.161,0.38433,0.020656,52.8
0.00035,10,0.4,6.7765,0.14132,0.43365,0.026605,43.844
0.00035,12,0.2,4.4036,0.20657,0.27357,-0.018937,74.267
0.00035,12,0.3,5.7802,0.16503,0.372,0.026726,55.644
0.00035,12,0.4,6.4276,0.13692,0.41828,0.031117,46.578
0.00035,14,0.2,4.2708,0.21465,0.26761,-0.0014687,75.733
0.00035,14,0.3,5.377,0.16499,0.3583,-0.0048718,57.889
0.00035,14,0.4,6.2738,0.13677,0.40484,0.035228,48.978
0.00035,16,0.2,4.1452,0.21981,0.26362,-0.01094,76.444
0.00035,16,0.3,5.1908,0.16558,0.36031,0.02232,59.178
0.00035,16,0.4,5.6171,0.13588,0.38152,0.0029009,52.2
0.00035,18,0.2,4.0428,0.22026,0.26008,-0.0091279,78.444
0.00035,18,0.3,5.2253,0.16696,0.35214,0.019768,59.689
0.00035,18,0.4,5.8129,0.13777,0.39158,-0.02563,50.844
0.00035,20,0.2,4.0207,0.2244,0.26043,-0.0097229,77.244
0.00035,20,0.3,4.9956,0.16796,0.35092,-0.0057919,60.067
0.00035,20,0.4,5.704,0.13791,0.38022,0.0085545,51.778
0.0004,2,0.2,8.8682,0.068326,0.43451,0.35059,22.533
0.0004,2,0.3,8.9789,0.082488,0.52489,0.4004,19.822
0.0004,2,0.4,8.4322,0.10952,0.58916,0.25895,16.378
0.0004,4,0.2,8.0583,0.058068,0.2769,0.094839,35.667
0.0004,4,0.3,8.5361,0.072751,0.40998,0.077051,30.622
0.0004,4,0.4,9.3014,0.089259,0.49688,0.089699,25.333
0.0004,6,0.2,6.2542,0.090738,0.26402,0.003964,49.311
0.0004,6,0.3,7.4242,0.098389,0.40901,-0.013235,38.556
0.0004,6,0.4,8.0105,0.11103,0.47607,-0.025033,33.289
0.0004,8,0.2,5.1072,0.14344,0.26134,-0.020832,64
0.0004,8,0.3,6.342,0.13255,0.38496,-0.028265,48.711
0.0004,8,0.4,7.1718,0.1193,0.43222,-0.0034107,41.489
0.0004,10,0.2,4.5437,0.18306,0.27554,0.0094641,71.222
0.0004,10,0.3,5.6073,0.15462,0.36644,-0.014915,54.311
0.0004,10,0.4,6.2775,0.12953,0.40645,0.0074762,47.089
0.0004,12,0.2,4.2719,0.20297,0.27165,-0.0008988,73.533
0.0004,12,0.3,5.3513,0.15897,0.35459,-0.018843,58.578
0.0004,12,0.4,5.8055,0.12684,0.38165,0.014568,51.978
0.0004,14,0.2,4.1013,0.21153,0.26933,-0.01016,74.933
0.0004,14,0.3,4.9402,0.16312,0.34474,-0.0069076,59.6
0.0004,14,0.4,5.6683,0.13326,0.38622,-0.023808,50.556
0.0004,16,0.2,3.9441,0.21927,0.26174,0.0042319,75.8
0.0004,16,0.3,4.7611,0.16544,0.34168,-0.0055211,60.733
0.0004,16,0.4,5.2795,0.13255,0.3651,0.0002396,55
0.0004,18,0.2,3.7287,0.2234,0.25605,-0.010487,77.022
0.0004,18,0.3,4.5038,0.16859,0.33368,0.01058,61.489
0.0004,18,0.4,5.0823,0.13621,0.35757,-0.0094927,55.844
0.0004,20,0.2,3.6927,0.22397,0.252,-0.0069062,77.378
0.0004,20,0.3,4.4846,0.17069,0.32703,0.032035,62.667
0.0004,20,0.4,4.7556,0.13692,0.35269,0.0077861,56.333
0.00045,2,0.2,8.4735,0.066293,0.42341,0.28001,24.378
0.00045,2,0.3,8.9449,0.084497,0.50559,0.47323,17.8
0.00045,2,0.4,9.2917,0.11374,0.60957,0.3616,16.467
0.00045,4,0.2,8.1643,0.058479,0.24949,0.089046,36.4
0.00045,4,0.3,8.6313,0.067642,0.3729,0.084595,32.311
0.00045,4,0.4,8.6245,0.07248,0.4057,0.20478,30.178
0.00045,6,0.2,6.364,0.084617,0.23582,0.026804,50.111
0.00045,6,0.3,6.8936,0.093957,0.39253,0.032731,40.778
0.00045,6,0.4,7.5321,0.089068,0.42577,0.065844,36.956
0.00045,8,0.2,5.1469,0.13293,0.27201,-0.00069636,62.2
0.00045,8,0.3,6.1959,0.1254,0.37616,0.016627,48.289
0.00045,8,0.4,6.4749,0.11181,0.41102,0.024327,43.978
0.00045,10,0.2,4.47,0.1717,0.27268,-0.0035615,69.333
0.00045,10,0.3,5.2941,0.145,0.35341,0.0014385,55.333
0.00045,10,0.4,5.7088,0.12075,0.38225,-0.012213,48.467
0.00045,12,0.2,4.0511,0.19794,0.26272,-0.02146,74.156
0.00045,12,0.3,4.8091,0.15186,0.33239,0.0088481,60.4
0.00045,12,0.4,5.2504,0.12526,0.36408,-0.020267,52.156
0.00045,14,0.2,3.7707,0.21338,0.25288,0.009283,75.8
0.00045,14,0.3,4.583,0.16133,0.3252,-0.010173,62.578
0.00045,14,0.4,5.0178,0.13108,0.35185,0.02813,55.067
